"forecast_date","target","target_end_date","location","type","quantile","value"
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","point",NA,48913
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","point",NA,1911
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.01,48868
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.025,48873
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.05,48882
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.1,48888
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.15,48893
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.2,48897
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.25,48900
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.3,48903
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.35,48905
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.4,48908
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.45,48911
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.5,48913
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.55,48915
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.6,48918
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.65,48920
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.7,48923
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.75,48926
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.8,48930
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.85,48933
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.9,48938
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.95,48944
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.975,48950
2021-03-15,"1 wk ahead cum death",2021-03-20,"PL","quantile",0.99,48958
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.01,1866
2021-03-15,"1 wk ahead inc death",2021-03-20,"PL","quantile",0.025,1871
