forecast_date,target,target_end_date,location,type,quantile,value
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,point,NA,143.4
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.010,90.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.025,96.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.050,106.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.100,111.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.150,116.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.200,120.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.250,123.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.300,128.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.350,132.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.400,135.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.450,138.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.500,141.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.550,144.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.600,147.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.650,150.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.700,154.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.750,157.3
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.800,162.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.850,168.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.900,175.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.950,185.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.975,196.0
2021-03-14,1 wk ahead inc death,2021-03-20,GM01,quantile,0.990,206.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,point,NA,160.4
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.010,94.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.025,103.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.050,111.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.100,123.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.150,128.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.200,133.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.250,137.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.300,142.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.350,146.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.400,149.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.450,154.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.500,158.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.550,162.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.600,165.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.650,169.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.700,174.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.750,179.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.800,184.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.850,190.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.900,198.1
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.950,208.0
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.975,225.1
2021-03-14,2 wk ahead inc death,2021-03-27,GM01,quantile,0.990,244.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,point,NA,199.3
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.010,112.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.025,125.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.050,133.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.100,144.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.150,153.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.200,161.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.250,166.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.300,173.0
2021-03-14,3 wk ahead inc death,2021-04-03,GM01,quantile,0.350,179.6
